Date,Open,High,Low,Close,Volume
2020-08-24,2700.031431710856,2761.2782402125554,2687.486728311731,2758.3267936706543,2709300
2020-08-25,2787.843384007509,2796.698568600707,2724.3826352177325,2737.6651306152344,2826300
2020-08-26,2718.4799876870625,2719.95585207224,2685.2737427514508,2689.7013359069824,2802700
2020-08-27,2690.4388110243162,2752.423700452118,2683.797562818041,2721.431396484375,2778900
2020-08-28,2746.5208189240893,2747.2586103626873,2706.673325423499,2739.879570007324,3101600
2020-08-31,2745.0437160131605,2745.0437160131605,2676.417602000915,2680.107120513916,3362200
2020-09-01,2656.495065787935,2739.141500127925,2649.116025424352,2708.1491928100586,3889300
2020-09-02,2703.720894762008,2764.2299107425342,2693.390128349568,2722.9068450927734,3197800
2020-09-03,2758.325860091902,2825.4761019343923,2704.45810841537,2725.8574256896973,5241200
2020-09-04,2776.77504264271,2809.2432108798303,2719.217464255217,2793.747058868408,5104300
2020-09-08,2795.9593945673314,2804.076503167882,2716.264735063758,2725.8574256896973,5122100
2020-09-09,2748.733985815794,2770.8713844366566,2728.8102426093287,2733.23783493042,3473800
2020-09-10,2740.616698442275,2770.871206967916,2669.038842043351,2671.9905700683594,3335900
2020-09-11,2677.156294625094,2715.5279193646275,2657.9706230014835,2685.273406982422,3067000
2020-09-14,2729.5481498850427,2764.968041828966,2700.769223781594,2735.4513244628906,3441400
2020-09-15,2739.1412121801413,2747.99639747637,2694.128338814087,2707.4108352661133,3220600
2020-09-16,2712.5757621465887,2784.8916890840273,2701.507204630077,2745.781997680664,3813000
2020-09-17,2727.3345339311995,2777.5127904606697,2700.031750125912,2776.0369262695312,3793300
2020-09-18,2766.4442551344823,2833.5945282029534,2760.540798318992,2789.3194465637207,17653100
2020-09-21,2736.1893134413913,2759.802574014351,2651.32896473138,2686.7488555908203,5030700
2020-09-22,2676.4179704725057,2724.382280729363,2654.2805748545516,2683.7970085144043,3618100
2020-09-23,2693.390530367165,2727.334562643774,2626.978048528309,2628.4539127349854,3137600
2020-09-24,2638.046941058058,2672.7290468641963,2576.799841995501,2632.1434841156006,2932700
2020-09-25,2597.461523147268,2652.8051623556944,2595.9856589893,2636.5709381103516,2924000
2020-09-28,2683.0597668651376,2726.596775811232,2674.942654461106,2680.8461112976074,3502200
2020-09-29,2663.873500119394,2681.5835870522287,2626.9777437105813,2657.9703254699707,2908100
2020-09-30,2674.9428364704804,2717.0039840693885,2659.446683458743,2682.321876525879,3922300
2020-10-01,2684.535615628262,2708.1488798537735,2652.067166198948,2685.273406982422,2482900
2020-10-02,2655.756987273601,2741.355141103202,2633.6193055911376,2721.431396484375,2973800
2020-10-05,2754.637957866925,2784.8924739934546,2740.617386971864,2762.0169982910156,3317300
2020-10-06,2791.533062546909,2838.759585669804,2746.5201947290616,2757.588752746582,4076900
2020-10-07,2784.154448684429,2833.594921147136,2773.8236793170327,2797.4369468688965,3448400
2020-10-08,2819.574560400627,2848.353214783567,2798.9130201241314,2821.7884979248047,2320000
2020-10-09,2840.2354850123324,2844.662795677466,2799.6499273000413,2811.456558227539,2539600
2020-10-12,2814.4083514970116,2857.2075655328385,2808.505176642724,2833.5943031311035,2163800
2020-10-13,2824.0010989951215,2826.952826929766,2736.9270953690007,2745.781997680664,2579300
2020-10-14,2745.04476469539,2782.6783182925947,2727.334674978141,2728.8105392456055,2626000
2020-10-15,2701.5073217248514,2759.064611483845,2686.0111716347033,2748.73384475708,2443800
2020-10-16,2760.5403558616163,2784.8916890840273,2729.548057024659,2745.781997680664,2630900
2020-10-19,2752.422882821264,2765.7053752881375,2688.224356892865,2691.913875579834,3208400
2020-10-20,2725.1204333470855,2748.733693564365,2708.886211388107,2723.6445693969727,3219300
2020-10-21,2711.10087022788,2731.7624080486416,2697.818372631007,2704.4596214294434,2760300
2020-10-22,2705.934236557496,2769.394973159915,2679.3695323564225,2767.9191093444824,2311900
2020-10-23,2787.1058425120646,2806.291514532346,2763.4925777983403,2793.009017944336,2501500
2020-10-26,2759.0645542307684,2761.278209485631,2681.583523895551,2713.313896179199,2998300
2020-10-27,2706.6731206080244,2707.410911990793,2608.5302586526163,2609.26833152771,3849200
2020-10-28,2644.687981601791,2677.156147757602,2509.6493703212564,2519.980419158936,6813500
2020-10-29,2524.4075247119313,2553.186168974112,2478.656866692368,2525.1455974578857,4621200
2020-10-30,2506.6973641870477,2539.903314246403,2462.422294954182,2505.221500396728,5321300
2020-11-02,2552.4486352735976,2630.6677461932136,2525.1458522560815,2621.074769973755,4717900
2020-11-03,2670.515207989538,2696.342410824266,2655.7571280752136,2674.205009460449,5029000
2020-11-04,2630.6677466073556,2745.0445439615223,2603.3646820932377,2695.6040802001953,5122500
2020-11-05,2718.478970745657,2770.1330789344474,2700.7688862409527,2745.0439567565923,5234000
2020-11-06,2747.257897137486,2777.5124051277494,2704.458967501338,2722.9068450927734,3970300
2020-11-09,2971.5845756150143,3116.2158887868927,2890.413733860935,3061.6103210449223,7856300
2020-11-10,3061.61064777091,3121.381605826718,3035.7834438460995,3088.1753616333003,4886900
2020-11-11,3087.436891307714,3093.340065926084,3000.362884121586,3016.5971069335938,4186300
2020-11-12,2973.7976671951524,3008.4797654623026,2932.4746035497906,2974.5357398986816,3908300
2020-11-13,3007.0039981279315,3086.698963133255,2988.556120838803,3063.8234939575195,2908100
2020-11-16,3154.587070598373,3192.2206170576833,3116.9535241390627,3190.0069618225098,5340800
2020-11-17,3162.525938540235,3221.2010492802397,3136.5303709184127,3193.7202796936035,4739500
2020-11-18,3201.148378475171,3265.022848470049,3182.580231770959,3183.3231163024902,5550900
2020-11-19,3166.2399417983993,3248.6825451260443,3158.069913241261,3247.1970596313477,3475500
2020-11-20,3226.400323814591,3266.5075794268496,3217.487694787656,3256.852066040039,4462100
2020-11-23,3296.2166228761507,3332.610022264582,3281.362052720167,3301.415679931641,4779700
2020-11-24,3371.9759774864206,3448.476660832206,3323.6986766730315,3426.1949386596684,5006300
2020-11-25,3390.543351230234,3404.655039269627,3345.237032620334,3387.5723800659184,4127900
2020-11-27,3354.149888308685,3426.1943855866703,3354.149888308685,3363.0625190734863,2073600
2020-11-30,3326.668850496228,3356.377711823722,3261.308902251898,3262.794387817383,5918300
2020-12-01,3337.8094283958458,3351.9213990172047,3297.702453105779,3319.9841690063477,4043100
2020-12-02,3308.842633196959,3383.1151963813004,3289.531891433062,3365.289939880371,3684400
2020-12-03,3362.319407379511,3397.227607288556,3351.921292511466,3393.5137519836426,2917800
2020-12-04,3372.717424324278,3442.5335387879504,3364.547396214486,3438.077365875244,4836300
2020-12-07,3416.5388401563237,3416.5388401563237,3345.2372280125123,3354.8924598693848,3582200
2020-12-08,3335.5815871818363,3383.1159934871607,3312.556985171953,3360.0916748046875,3426600
2020-12-09,3382.3734571940076,3392.0286888723,3339.2952235742446,3351.1788253784184,3842800
2020-12-10,3312.557293314085,3380.1453366905616,3309.5866051392195,3368.261734008789,2881200
2020-12-11,3319.241598210313,3346.7226576340463,3306.615395227044,3330.382598876953,3314600
2020-12-14,3378.6591865963364,3384.6008446069454,3282.104623145882,3282.8475074768066,3198200
2020-12-15,3329.6396486544686,3349.692994428253,3282.104963010552,3332.610336303711,2957500
2020-12-16,3341.5235070360604,3359.3487676163054,3306.6153036859187,3318.4989051818848,3282400
2020-12-17,3331.1252328202363,3342.2662335965256,3302.9018552878297,3328.1545448303223,3037300
2020-12-18,3330.3828758274703,3353.407480233762,3232.343081786873,3259.8238601684566,10298600
2020-12-21,3250.910505589154,3258.337649447123,3173.666962825826,3237.54141998291,4155700
2020-12-22,3238.284314122236,3249.425314244894,3193.72088028641,3195.9489669799805,4044500
2020-12-23,3224.9155985892794,3260.5666897553206,3204.11936484862,3233.0856285095215,5450700
2020-12-24,3243.483423164109,3262.794452571261,3221.944590355619,3256.109909057617,1383500
2020-12-28,3273.936118009044,3323.698620576922,3261.3096295503133,3262.052230834961,2282700
2020-12-29,3279.876218521818,3291.759816717184,3245.710909126054,3249.4244804382324,2386700
2020-12-30,3258.3379606298176,3303.644279141517,3255.3672727993453,3268.7360763549805,1954500
2020-12-31,3268.7362897247626,3315.5280968697775,3260.566543498421,3302.9018936157227,2159000
2021-01-04,3312.5569882020773,3319.9844162737104,3195.949059087847,3207.832660675049,3111200
2021-01-05,3218.230582913718,3245.7113543865576,3190.749528113509,3213.0312423706055,2561700
2021-01-06,3261.3087017979365,3357.1203899272086,3233.827928844054,3337.0667610168452,3842900
2021-01-07,3355.635195272705,3361.576854356984,3301.4162457393963,3318.4989051818848,4217400
2021-01-08,3336.3244253619664,3341.523767040459,3247.1975488709513,3304.3874740600586,2915700
2021-01-11,3284.333588327487,3328.8970231330595,3267.9935300126526,3305.8724212646484,2479000
2021-01-12,3432.1357099328484,3456.6457963025878,3361.576705225065,3429.907623291016,5828100
2021-01-13,3411.3389122971225,3458.1307072932145,3389.057199598575,3423.222511291504,4059800
2021-01-14,3442.5336275613263,3490.810913094651,3430.650027275376,3481.1553993225098,2868300
2021-01-15,3455.9033194735357,3477.4424373096454,3417.2815409379905,3452.18974685669,4218800
2021-01-19,3475.956844243598,3515.3215060832053,3462.587756573908,3494.524990081787,2665200
2021-01-20,3488.5832366494064,3506.408497509928,3469.2722068351923,3495.267780303955,2368300
2021-01-21,3484.8691693145192,3499.7237413479083,3439.5631354374063,3440.305736541748,2926500
2021-01-22,3406.1404492400534,3461.84488236109,3399.455905932433,3448.4757957458496,3773800
2021-01-25,3412.8256151209553,3461.8455138766617,3395.7429531802104,3458.874542236328,5031400
2021-01-26,3471.5003967670746,3490.0685411407535,3446.247709085775,3448.4757957458496,3956600
2021-01-27,3399.455796659899,3421.737512526608,3324.4403371381995,3353.406879425049,4463200
2021-01-28,3388.3142834141345,3454.4168199064807,3364.5470856489624,3425.4505653381348,4272600
2021-01-29,3409.110956029481,3413.567128742713,3325.1828755594893,3355.6346168518066,5236800
2021-02-01,3371.2323219895866,3409.111496016101,3331.8679457083176,3387.5723800659184,3161700
