Date,Open,High,Low,Close,Volume
2020-08-24,1065.8380126520942,1068.2164576077869,1034.71183913451,1052.312110900879,490564000
2020-08-25,1044.908254549712,1055.7041584365481,1040.192783233696,1054.7735137939453,289076000
2020-08-26,1058.8476653837422,1064.5765413675315,1048.7962943246248,1056.676082611084,321244000
2020-08-27,1057.3790615579396,1063.0459249982216,1039.5926779550146,1044.70112323761,317604000
2020-08-28,1048.568913211712,1087.6989045717683,1045.8802529225864,1087.6782341003418,537160000
2020-08-31,1090.5736080400768,1123.0234058809626,1078.5781871029553,1106.4366159439087,500840000
2020-09-01,1115.497732751368,1158.01160995968,1111.898022554892,1143.7162313461304,511316000
2020-09-02,1216.7658226701787,1218.6691797861806,1150.2538376852485,1187.2027044296265,874012000
2020-09-03,1144.3577674394808,1148.9711869378482,1065.7433093150141,1077.0596742630005,945128000
2020-09-04,1057.881846336702,1090.2586474822908,968.5923936180731,1044.538143157959,1463684000
2020-09-08,971.0541613391956,1038.5384960016675,968.5509446790088,985.8254203796387,795728000
2020-09-09,1026.125794937816,1059.9921062824694,1012.2027500647989,1052.1927452087402,736200000
2020-09-10,1074.8871725749948,1081.1763465907995,1006.8442633364937,1018.8226728439331,698684000
2020-09-11,1033.200816743294,1047.0203948596904,984.3977680200575,1006.6373987197877,636928000
2020-09-14,1082.479741533977,1101.8436620153757,1045.262006365836,1065.2051887512207,1201744000
2020-09-15,1098.9474305588055,1100.4990476028486,1061.522847303019,1075.0321197509766,727556000
2020-09-16,1072.2391509568595,1083.4520518341428,1035.5386465813965,1035.60067653656,556384000
2020-09-17,1003.9688106420515,1041.8279214256004,995.9004962569738,1031.3804502487183,792512000
2020-09-18,1042.1589873320354,1045.3656051160501,992.0940177817939,1008.6857709884644,698460000
2020-09-21,986.8186510090837,1036.2630102519004,985.1222180770912,1035.8285636901855,721044000
2020-09-22,1040.6073502059098,1046.6482480255536,1005.8929038571611,1045.8000316619875,646452000
2020-09-23,1040.648546566369,1053.1855423975587,999.5829009303465,1003.2653179168701,647012000
2020-09-24,999.0035162443245,1040.1519423496738,994.1831737334985,1021.8223295211791,731240000
2020-09-25,1030.0564324904556,1066.1363250560141,1013.3612184227843,1065.3294620513916,588016000
2020-09-28,1079.107615589088,1080.0592940227334,1055.0888429212416,1078.6731691360476,573808000
2020-09-29,1070.6048149646847,1112.4152928975702,1070.2531540524624,1094.4580945968628,621460000
2020-09-30,1088.8102577778322,1127.2899785249922,1088.2103192290576,1119.6767883300784,689184000
2020-10-01,1138.5028880994694,1138.8959023058571,1113.9047760535036,1126.6279401779177,525004000
2020-10-02,1094.3961343397284,1118.7665685665454,1079.9972132212702,1080.9282150268555,552496000
2020-10-05,1095.3064172092193,1129.089938211766,1094.2099232260493,1128.945122718811,479820000
2020-10-06,1144.4612496887678,1170.2799211427357,1130.8071597695605,1136.723918914795,784420000
2020-10-07,1158.5083971971437,1168.3972836215512,1147.2333857086267,1155.5499782562256,418084000
2020-10-08,1164.735439806788,1165.521626188248,1138.5030787523344,1145.1852684020994,378900000
2020-10-09,1139.247671075699,1143.9852285903814,1130.4552801398784,1138.8959312438965,346892000
2020-10-12,1157.659995355921,1187.2438643510923,1151.288114249952,1177.2308406829834,434744000
2020-10-13,1183.0648677940012,1187.367978792867,1160.0804813814332,1179.0720643997192,344604000
2020-10-14,1182.5685336860693,1186.8923221448508,1155.2190012055157,1166.4112272262573,276100000
2020-10-15,1142.8682278767615,1159.004857352869,1139.3098703195008,1156.0465173721313,267224000
2020-10-16,1161.570147153334,1168.583399859456,1141.357928705221,1142.9302225112915,242392000
2020-10-19,1150.5022466861694,1157.1637605968488,1109.4365111986035,1116.9669971466064,298068000
2020-10-20,1124.0627017835843,1141.9578711121471,1117.7321736679532,1129.1933526992798,229212000
2020-10-21,1127.4970621439784,1141.2752906997518,1115.2911274887979,1119.2011461257935,219596000
2020-10-22,1119.0149066510176,1126.40049694343,1094.954699835727,1105.6504487991335,290480000
2020-10-23,1113.0152097677021,1124.8694810725206,1099.8783547478872,1124.6212034225464,233484000
2020-10-26,1111.112302954488,1133.1036649273371,1078.9630986955071,1087.4658613204956,336896000
2020-10-27,1101.0991363163275,1112.353471394217,1091.624019540001,1108.6089448928835,250520000
2020-10-28,1092.1618506470852,1097.2925018780443,1043.4209007085562,1044.9104089736938,376520000
2020-10-29,1062.412289225846,1091.7272017276114,1055.088730262918,1077.7628078460693,320080000
2020-10-30,1063.3639788331889,1070.5219668345674,1017.8503310653475,1037.2143297195435,416820000
2020-11-02,1047.454989343443,1062.2676011648543,1025.7119108344125,1041.0831079483032,299652000
2020-11-03,1051.654582087998,1084.4657446700835,1042.9035445056436,1077.3904628753662,272900000
2020-11-04,1107.9880207618287,1144.254156465882,1103.6642331334583,1141.5025835037231,410228000
2020-11-05,1171.9763888914713,1186.5820789127022,1157.7843898305168,1171.7694644927979,319028000
2020-11-06,1167.61102150211,1207.2492712487547,1149.8400691097631,1205.0356855392456,383348000
2020-11-09,1204.2495112921654,1215.7520442728062,1126.317782682947,1127.972783088684,582976000
2020-11-10,1125.966125129574,1125.966125129574,1045.013941862051,1056.744076728821,644068000
2020-11-11,1080.2248367137274,1111.7740949626343,1071.4944750212906,1110.3672933578491,404744000
2020-11-12,1115.4152676898184,1139.165089469241,1101.9266701278534,1113.5740194320679,365812000
2020-11-13,1127.6830413445764,1131.1172595784606,1080.6798822275268,1100.3541898727415,346312000
2020-11-16,1090.0518146126767,1129.5245788511768,1088.6864449809104,1118.4151372909546,413776000
