Date,Open,High,Low,Close,Volume
2020-08-24,3382.7492945284193,3421.9757233537784,3364.9190748743868,3421.2626342773438,9257700
2020-08-25,3423.4017726598076,3426.9677617594893,3398.4395768945083,3416.982883453369,7827800
2020-08-26,3406.284244776072,3436.2391482504167,3385.601401595509,3434.812698364258,10124200
2020-08-27,3441.2325606719182,3481.8854416957975,3437.66657098111,3439.80611038208,10931600
2020-08-28,3476.8914794456505,3555.3443065651336,3461.2008051947705,3553.918128967285,16420300
2020-08-31,3551.7785715591644,3571.035235311933,3519.6841319712175,3532.5219078063965,18510800
2020-09-01,3516.8322523047345,3519.6848803777507,3482.5982668207557,3503.2811126708984,12588400
2020-09-02,3520.39729296632,3663.0389967522005,3520.39729296632,3650.9143104553223,26332600
2020-09-03,3665.892632556833,3718.6699212021404,3573.1752888162705,3600.2772941589355,22289400
2020-09-04,3633.0850577295664,3670.885304229541,3586.0132939215564,3640.2173080444336,21019500
2020-09-08,3632.371358697664,3640.2166966926784,3520.3976322010635,3552.4920730590825,17776700
2020-09-09,3537.514467003208,3620.246651845571,3533.948478497522,3579.5937843322754,15252300
2020-09-10,3591.0049609514535,3614.5409738283865,3562.476782028851,3566.042770385742,15439500
2020-09-11,3594.5719177667143,3651.6285587332054,3573.175439345197,3641.6436805725098,18272300
2020-09-14,3664.6509935376826,3683.3444030826245,3635.8916065625594,3645.9573097229004,10911700
2020-09-15,3666.808358199854,3694.129752174164,3655.304656674336,3670.4032135009766,12838400
2020-09-16,3663.2130430379466,3699.162140076062,3648.1144881067007,3651.7093429565434,15353900
2020-09-17,3610.726984523274,3640.205229778494,3590.595305963012,3634.4532432556152,13287100
2020-09-18,3648.833476538856,3678.3117261667007,3610.008384559786,3627.264072418213,23816600
2020-09-21,3576.9348332525037,3596.34737681771,3494.9709432681802,3529.4820404052734,17514800
2020-09-22,3530.920414359723,3597.785757916933,3528.044420723535,3570.4643669128423,13034600
2020-09-23,3575.4975063340535,3589.1580658003354,3463.3362139265923,3466.21220779419,17121200
2020-09-24,3466.2116344523674,3530.2009789377216,3419.4779760484853,3501.441867828369,16788100
2020-09-25,3465.4931762784763,3505.755991368126,3449.675485053338,3502.880271911621,12603400
2020-09-28,3545.3003705892993,3574.059486269537,3533.077533866051,3543.143238067627,11215700
2020-09-29,3551.051163497414,3563.2739970522043,3516.540069065334,3517.258930206299,12426600
2020-09-30,3542.4236562829888,3567.5879116690307,3515.1022688139924,3549.61336517334,15755900
2020-10-01,3554.6462083861743,3570.4638970337264,3493.532860143962,3535.9528007507324,17577300
2020-10-02,3505.7555602802818,3564.712327341628,3490.657006478268,3548.8946380615234,13610100
2020-10-05,3553.9278971382623,3562.555603976601,3531.6393573468767,3550.3330421447754,10628700
2020-10-06,3562.5552742525415,3575.496970447189,3510.7887637437816,3518.6973342895503,10077400
2020-10-07,3524.4494725837076,3577.65398209657,3519.4166209884324,3563.2745628356934,10135600
2020-10-08,3574.058842173906,3633.734469571536,3561.8362819232025,3627.9824829101562,12143900
2020-10-09,3643.0811368652967,3683.3442217948223,3638.048285532835,3653.147113800049,11407800
2020-10-12,3655.3035764844653,3704.913223227363,3654.5847153446252,3673.278121948242,11386500
2020-10-13,3666.0880100581007,3666.0880100581007,3587.7189894888875,3610.7263832092285,14365300
2020-10-14,3598.5043610045195,3630.139740193109,3569.7452495156,3603.537212371826,10582100
2020-10-15,3551.770651180494,3604.256296310119,3544.5806677087357,3594.1905937194824,9961700
2020-10-16,3594.189783695971,3620.072895551543,3585.561805474351,3597.065502166748,13569800
2020-10-19,3597.0664395844256,3629.420680672809,3556.0844922957517,3567.588191986084,9930400
2020-10-20,3587.0001259403234,3639.485763983474,3579.8104177091263,3612.883514404297,10970700
2020-10-21,3592.033461543042,3625.8256981857435,3578.3729043514386,3594.1905937194824,12517400
2020-10-22,3679.029817266824,3681.186949216201,3622.2304623027644,3643.799861907959,20189200
